Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Software Engineer,$73K-$111K (Glassdoor est.),"About Eyenuk

Eyenuk, Inc. is focused on quickly and accurately identifying patients suffering from potentially blinding diseases and preventing their vision. At Eyenuk, we are a bunch of highly motivated individuals, who dare to tread the challenging path, of taking machine learning, artificial intelligence algorithms and its supporting infrastructure to the next-level of scale and ease-of-use - to help, make the next big leap in medical science.

We are looking for individuals, who can be part of this team, with their undying enthusiasm, having the will to take challenges on the way, and are filled with ideas and energy to make this happen.

We are looking for Software Engineers, with the below qualities...

Thrives on freedom with great responsibility, to develop a deep understanding of the domain

Uses skills, experience and knowledge to build amazing software, supporting ML / AI

Has the right attitude to learn, work with a dynamic team & is open to ideas to make things happen

Job Pre-Requisites

Education Qualifications: M.S. in Comp. Science or Engineering

Total Experience: 1 to 5 years

Location: US-based (H1-b or OPT ok)

Skill Requirements:

Languages

Python, JavaScript, C/C++ (Highly proficient in any two here)

Frameworks / Stacks

MVC, Flask (any one framework and stack)

Database

MySQL, RDBMS Concepts

Interfaces / APIs

RESTful services, JSON / XML

UI Design and OS

HTML5, Windows, Unix/Linux, PyQt

Design Concepts

OOPs Fundamentals, Abstraction

Core Concepts Understanding

Very good with algorithms, data structures & SDLC process

Roles and Responsibilities

Architecture & Design:

Provide support to define, develop, review architecture & designs
Develop architecture / design and workflows for cloud-based setups
Effectively resolve design issues during development
Validate and support the team to evolve existing architecture / designs

Understand Requirements:

Work closely with clinicians (eg. ophthalmologists and retinal specialists) to define, clarify, and enhance workflow and user experience
Write well-articulated documentation for requirements and user experience
Validate and support team to verify and elaborate requirements

Core Development:

Develop software that supports high throughput processing
Design and Develop highly scalable, clean, readable & well-documented code
Develop intuitive UI (desktop / web / mobile) with an optimized backend
Develop code that adheres to Eyenuk standards and as per QMS procedures

Testing & Deployment:

Test, deploy and maintain existing / developed software
Improve and optimize software to meet quality goals
Review development and releases to incorporate change and improve
Server / site provisioning, maintenance of App and DB Servers

Knowledge & Flexibility:

Ability to work on multiple projects
Flexible to learn new languages, bits of ML / AI, human anatomy, clinical research concepts and regulatory science as needed

This is a full time on-site position in Los Angeles.

Benefits and Extras

Competitive salary plus healthy stock options in a growing company. High upside potential.
Join a diverse multi-disciplinary team
Work closely with expert doctors and key opinion leaders
Work with a an experienced team with skills in computer vision and machine learning concepts
Work in a dynamic startup environment. No bureaucracy or limits on what you can do
Contribute to and participate in the company growth. Own ideas, turn them into products/features, watch customers love them, and get credit for all of this
Opportunity to publish papers, attend conferences in varied fields & contribute to open source projects",-1,"Eyenuk, Inc.","Los Angeles, CA",-1,1 to 50 Employees,2010,Company - Public,-1,-1,Less than $1 million (USD),-1
Software Engineer,$67K-$138K (Glassdoor est.),"Mackin

Duties:
Build software to facilitate routine operations of a research group
Identify, document and exemplify best solutions of routine ML tasks, specific to production infrastructure, solidify them in software frameworks
Troubleshoot performance\resource\hardware related problems occurring in ML model training and inference
Skills:

It is necessary for a candidate to have a basic understanding of machine learning and, more specifically, computational techniques widely used in deep learning (SGD, online learning, federated learning), deep model training parallelization.
Understand TensorFlow and/or PyTorch, CUDA
Experience with streaming data such as video processing
Expert in C/C++, Python
Expert in distributed storage systems, networking, distributed computing
Excellent communication skills, ability to clearly explain and document complex ideas
Education:
Bachelor's degree",3.0,"Mackin
3.0","Redmond, WA",-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
Software Engineer,$67K-$138K (Glassdoor est.),"job summary:

Provides expert content/professional leadership on complex Engineering assignments/projects. Designs and develops a consolidated, conformed enterprise data warehouse and data lake which store all critical data across Customer, Provider, Claims, Client and Benefits data. Designs, develops and implements methods, processes, tools and analyses to sift through large amounts of data stored in a data warehouse or data mart to find relationships and patterns. Participates in the delivery of the definitive enterprise information environment that enables strategic decision-making capabilities across enterprise via an analytics and reporting. Exercises considerable creativity, foresight, and judgment in conceiving, planning, and delivering initiatives. Uses deep professional knowledge and acumen to advise functional leaders. Focuses on providing thought leadership within Information Management but works on broader projects, which require understanding of wider business. Recognized internally as a subject matter expert.

Must have strong Python, SQL, ML, Spark, Scala

location: Denver, Colorado
education: Bachelors",3.6,"Randstad US
3.6","Denver, CO",-1,1001 to 5000 Employees,-1,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1
Software Engineer,$67K-$138K (Glassdoor est.),"Redfin is revolutionizing the $75 billion real estate industry. We use data, beautiful software, and innovative design to put customers first at every step in the home-buying and selling process. Get ready to dive headfirst into our award-winning website and mobile apps, solving complex business problems in a highly visible, customer-centric way. If you value doing great work in a collaborative environment, join our team!

Listing Data Acquisition team is in charge of the MLS data ingestion and curation in Redfin. We ingest data from 150+ MLSs with 100K+ events flowing through our system every day and make sure they are stored in a database with extremely high quality. We are working on a major project to revamp our whole pipeline and apply streaming frameworks like Kafka and Samza and building a lot of tools around it.

We are looking for a tech-savvy and passionate software engineer that:
Can design, iterate and implement complicated distributed system end-to-end;
Is passionate about technology and knows the tradeoffs with different designs.
Who you are:
2+ years of experience with software engineering and objective-oriented languages like Java.
Experience with software design best practices, TDD and dependency injection.
Exposed to monitoring and alerting frameworks.
Experience with and deep understanding of service-oriented architecture.
Experience with data queries (SQL, python).
Experience with building robust, scalable data ingestion and stream processing pipelines with Kafka, Samza or equivalent.
Worked with cloud services like AWS or equivalent.
Experience with setting up comprehensive testing and monitoring frameworks from the ground up.
Willing to dive into uncharted waters and make them known.

We offer:

Support and resources to continue learning, a brilliant team with which to collaborate and a commitment to your career so you can grow with the company under a management team that has experience building startups into profitable, publicly traded companies.
You'll get far more responsibility than at a big company, while at the same time far less stress than you will find in a 2-person garage startup.
You'll see the fruits of your labor shipped daily and you'll share in our joy as we hear back from customers, bloggers, and national media.
A mission that matters. We've helped customers buy or sell more than 235,000 homes and saved them over $632 million in fees.
Redfin is an Equal Opportunity Employer committed to hiring a diverse workforce.",3.4,"Redfin
3.4","Seattle, WA",-1,1001 to 5000 Employees,2004,Company - Public,Real Estate,Real Estate,Unknown / Non-Applicable,-1
Software Engineer,$67K-$138K (Glassdoor est.),"Description

Job Description:


CATALYST provides services to build prototypes of new AWS cloud-based technical capabilities, and bring those capabilities through the full software development lifecycle including agile development, system test, and transition to operations (SecDevOps). This includes all services required to support application development, systems engineering, cloud services, COTS integration, and ongoing operations and maintenance. The successful candidate will divide their time between 2 focus areas: (1) supporting the ongoing operations and maintenance of developed and released AWS-based applications, and supporting new AWS development efforts as time allows, and (2) performing the administrative and support functions for, and ongoing enhancement of, a server-based Tableau visualization dashboard.

Primary Responsibilities
Working independently, perform O&M for production AWS applications; monitor operations and take appropriate action as scheduled and in response to service interruptions; appropriately handle operational issues with production AWS applications to restore service or escalate to senior team members
Work with the software development team on the development and testing of new AWS features/capabilities as time allows
Perform administrative and support functions for the Tableau dashboard; manage users, condition data, and refine existing visualizations
Work with the software development team and the Customer to expand the available data set for data analytics; develop new Tableau visualizations in response to evolving/expanding Customer requirements
Interact frequently and effectively with team members, management and Customers
Adapt to changing work requirements with multiple tasks and priorities; be flexible and able to juggle multiple priorities

Education/experience required
BS Degree in Computer Science, Information Systems, Engineering or a scientific or technical disciple, plus 8 years relevant experience. Work experience can be used/combined with education

Required Skills
• ACTIVE clearance with the US Government sponsor (TS/SCI with Poly)
• Application development (e.g., Java, Python, NodeJS, Go/GoLang)
• Basic familiarity with application development using Amazon Web Services
• Experience with developing and deploying WEB based applications
• Ability to work and collaborate effectively with a diverse group across dispersed locations.

Desired Skills
• Experience working within the Open Source Enterprise (OSE)
• Experience working with AI and ML
• Amazon Web Services (AWS) (e.g., CloudFormation, DynamoDB, Serverless Application Model (SAM), CLI, EC2 instance provisioning and maintenance)Ai and ML
• Linux operating systems (e.g., CentOS, RedHat, Ubuntu)
• Unix scripting (awk, perl, sed, bash)
• System monitoring services (e.g., Splunk, AWS CloudWatch)
• Visualization applications (e.g., Tableau, AWS QuickSight)
• User and server certificates (e.g., PKI certificate requests and renewals, AWS KMS, SSL/TLS)
• Networking architecture principles (e.g., Virtual Private Cloud (VPC), Subnets, PrivateLink)
• Security architecture principles (AWS)(e.g., Security Groups, Web Application Firewall (WAF) and Shield)
• Agile development management (e.g., Jira)
• AWS certification

External Referral Bonus:
Ineligible
Potential for Telework:
No
Clearance Level Required:
Top Secret/SCI with Polygraph
Travel:
No
Scheduled Weekly Hours:
40
Shift:
Day
Requisition Category:
Professional
Job Family:
Software Engineering
Leidos


Leidos is a Fortune 500® information technology, engineering, and science solutions and services leader working to solve the world's toughest challenges in the defense, intelligence, homeland security, civil, and health markets. The company's 33,000 employees support vital missions for government and commercial customers. Headquartered in Reston, Virginia, Leidos reported annual revenues of approximately $10.19 billion for the fiscal year ended December 28, 2018. For more information, visit www.Leidos.com.

Pay and Benefits


Pay and benefits are fundamental to any career decision. That's why we craft compensation packages that reflect the importance of the work we do for our customers. Employment benefits include competitive compensation, Health and Wellness programs, Income Protection, Paid Leave and Retirement. More details are available here.

Securing Your Data


Leidos will never ask you to provide payment-related information at any part of the employment application process. And Leidos will communicate with you only through emails that are sent from a Leidos.com email address. If you receive an email purporting to be from Leidos that asks for payment-related information or any other personal information, please report the email to spam.leidos@leidos.com.

Commitment to Diversity


All qualified applicants will receive consideration for employment without regard to sex, race, ethnicity, age, national origin, citizenship, religion, physical or mental disability, medical condition, genetic information, pregnancy, family structure, marital status, ancestry, domestic partner status, sexual orientation, gender identity or expression, veteran or military status, or any other basis prohibited by law. Leidos will also consider for employment qualified applicants with criminal histories consistent with relevant laws.",3.6,"Leidos
3.6","Reston, VA",-1,10000+ Employees,1969,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1
Software Engineer,$67K-$138K (Glassdoor est.),"The Software Engineer, Platform will have the following qualities
A solid understanding of technologies and a proven track record in developing cloud application frameworks and features that enable Machine Learning as well as UI Applications to be built and deployed in the Cloud.
Understand common standards/processes/tools and the ability to leverage them where possible.
Effective at reaching out in real-time to overcome roadblocks.
Excellent in verbal and written communication and able to convey dissenting opinions in a constructive manner, particularly written communications.
Focus on what is being done and equally how.
Will have a passion to learn the world of Network Security and the requirements imposed by a predominantly ML ecosystem.

Duties & Responsibilities
Work with the Engineering Manager to design, develop and test features that are prioritized for development from the Product roadmap.
Participate in doing code reviews, fixing defects and troubleshooting Production issues related to the CyGlass Platform
Communicate proactively with other members of the Platform team as well as other teams in the company.

Skills and Experience
We seek a top performing engineer with the passion, experience and gravitas to build a platform for the CyGlass cyber security product. The ideal candidate will be a high energy, team oriented, customer driven problem solver with prior experience in delivering highly scalable and easy to use software for small businesses and enterprises.
Strong technical accomplishments solving hard software engineering problems
Experience working in technologies like Python, Java, Shell scripting, Ansible etc.
Experience working on scalable cloud application frameworks.
Experience with Agile Software Development methodologies.
Experience using build and deployment tools like Jenkins, Kubernetes etc.
3+ years of experience in development organizations
Exceptionally strong written and verbal communications skills, as well as good interpersonal and organizational skills.

Education
Bachelors Degree in Computer Science or equivalent",-1,Syrinx,"Chelmsford, MA",-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
Software Engineer,$67K-$138K (Glassdoor est.),"Are you an experienced Software Engineer seeking to join a disruptive fast-growing software company working on the innovative products and solutions? Do you have strong interest in Analytics, Machine Learning, Data Science and AI?

If so, then read on:

We are looking for a back-end Software Engineer to join our Analytics team at our Minneapolis headquarters. This is a key position directly responsible for contributing to the success of Calabrio Analytics product and overall organization.

The Calabrio Analytics is integrated multi-channel platform that includes speech, text and desktop analytics while leveraging Machine Learning and AI to drive actionable insights to contact centers and entire enterprises. As a senior team member, you will help advance our Analytics software to the next level of quality by designing, implementing, and creating products that work in a web based, multi-tenant, secure cloud environment. We are looking for someone with strong Java, Python, Microservices, Data Management, RESTful, Search technologies (Lucene, Elastic) experience.

You will collaborate with a team of software developers, Product Owner, Product Manager, UX Designers while innovating, and working in a dynamic and rewarding environment that will challenge your skills and help you achieve the next level of your career.

WHAT YOULL BE DOING:

You will be working with people whose passion for creating outstanding software matches yours. You will be collaborating, brainstorming and working in an interactive, dynamic and rewarding environment that will challenge your skills and help you achieve the next level of your career. As a member of the Research and Development team, you will be responsible for building the underlying architecture upon which the Calabrio ONE software suite is built, including database access, Machine Learning component integration and APIs, and data mart design/modeling development and integration. Some of your other responsibilities will include the following:

Design and develop high quality software and systems that are secure, multi-tenant, highly scalable, and rock solid

Take part in design and technical discussions with multiple teams to tackle new features and resolve software problems that arise

Perform code reviews and provide constructive feedback to your peers

Help with software deployments and troubleshooting outside of normal hours

EXPERIENCE WERE LOOKING FOR:

Competency in Data Science pipelines , Enterprise Search, AI /ML technologies is a big plus

Experience with any of the following technologies: Apache Ignite, Apache Kafka, Apache Tomcat, Apache Web Server (httpd), Hazelcast , Apache Lucene, Microsoft SQL Server

Experience working with Java, Python, micro service architectures, Docker, and data pipeline technologies

Developing RESTful services

Developing with source control managements tools such as Git and Bitbucket

Developing in a team environment using project management and collaboration tools such as Jira and Confluence.

Writing professional, documented, and tested (JUnit) code

Strong analytical and collaborative mindset

Good verbal and written communication skills

Experience working in a Scrum/Agile environment

WHAT IS REQUIRED TO APPLY?

7+ years developing software with experience in all parts of the software development lifecycle

Experience with Amazon Web Services (EC2, S3, and RDS) or other cloud services",3.0,"Calabrio
3.0","Minneapolis, MN",-1,201 to 500 Employees,-1,Company - Private,Consulting,Business Services,$100 to $500 million (USD),-1
Software Development Engineer,$67K-$138K (Glassdoor est.),"· 2+ years of non-internship professional software development experience
· Programming experience with at least one modern language such as Java, C++, or C# including object-oriented design
· 1+ years of experience contributing to the architecture and design (architecture, design patterns, reliability and scaling) of new and current systems.
· 3+ years of non-internship professional software development experience
· Programming experience with at least one modern language such as Java, C++, or C# including object-oriented design
· 1+ years of experience contributing to the architecture and design (architecture, design patterns, reliability and scaling) of new and current systems.
· 3-5 years experience writing large scale systems in Java and/or Python. C/C++ is a plus.
· Bachelors in Computer Science or Engineering, or equivalent experience

Amazon Web Services (AWS) is the pioneer and recognized leader in Cloud Computing. Our web services provide a platform for IT infrastructure in-the-cloud that is used by hundreds of thousands of developers and businesses around the world. These customers range from start-ups to leading web companies to Global 500 companies.

AWS Data Services group provides rapidly growing, industry acclaimed cloud services in areas of big data platforms to data analytics to operational databases. The group is at the forefront of innovation in these areas producing world-class cloud services such as EMR to Redshift to RDS Aurora and many more.

AWS Glue is a fully managed service offering next-generation data management and transformation solution at the intersection of Server-less, FastData, ML and Analytics. The product simplifies and automates the difficult and time consuming data discovery, conversion, mapping, and job scheduling tasks at massive scale.

Top reasons to join our team:
Be a catalyst to deliver a truly disruptive product while it is in infancy state
Solve unique and first-order problems in areas of Big Data, Spark, Distributed Systems, Server-less and Machine Learning
Influence and build a product that will leverage scale of resources to orchestrate data workflow
Be part of big data revolution in cloud
Grow leader in you to build revolutionary product
About you:
Passionate in building large scale distributed systems
Thrive in culture of ownership, delivery and bias for action
Fast pace environment energizes you to be at your best
Innovate and invent in agile and collaborative environment
Curious and eager to learn to expect more of you and others
The Responsibilities:
Translate functional and technical requirements into detailed architecture, design and extensible code
Be an advocate of industry best-practices to produce reliable, fault-torrent and dependable code
Code and test complex system modules; develop and leverage frameworks to be effective and efficient
Participate in architecture, design and code reviews to maintain our high development standards
Own system architecture, scalability, reliability, and performance
Collaborate and influence other teams to deliver and operate large scale, distributed services in the cloud
Mentor other engineers, defining our challenging technical culture, and helping to build a fast-growing team
· Strong knowledge of data structures and algorithms
· Experienced writing multi-threaded programs requiring concurrency and synchronization primitives
· Write very high quality code that is robust and easy to maintain
· Experienced debugging, diagnosing, and trouble-shooting complex, production software
· Strong understanding of system performance and scaling
· Ability to drive tasks to completion and take ownership of projects
· Ability to work in a fast paced and agile development environment
· Possess excellent communication, sharp analytical abilities, and proven design skills
· Experience delivering and operating large scale, highly available distributed systems is a plus
· Experience with database systems internals, query optimization, and storage systems
· Experience with large-scale data analytics and data warehousing is a plus",-1,"Amazon Web Services, Inc.","East Palo Alto, CA",-1,-1,-1,-1,-1,-1,-1,-1
AI/ML Engineer,$67K-$138K (Glassdoor est.),"Do you have a commitment to success, proven interpersonal skills, a positive outlook? Are you a creative thinker and problem solver? Are you looking for a meaningful career?

Come and help build the future of Space! We are looking for a Software Engineer to help us build out AI/ML capabilities for our programs. This role will work as part of a cross functional team to build a system to support our programs with AI/ML products. Your work would consist of developing, testing, automating, and operating a distributed cloud based environment that supports the entire lifecycle of AI/ML experimentation, development, and deployment. You will leverage skills you have already and have an opportunity to grow new skills.
Responsible for software development in all stages of the software development lifecycle: performing use case development with users, requirements analysis, software architecture and design, code implementation, unit test, creating and updating software documentation, and supporting integration and delivery activities
Works with management and Control Account Manager (CAM) to align release schedule and budget with technical scope.
Typically has 3-5 years of professional experience.

To promote the sharing of ideas, Lockheed Martin fosters an inclusive work environment that encourages differences and big-picture thinking.

Our employees play an active role in strengthening the quality of life where we live and work by volunteering more than 850,000 hours annually. Here are some of the benefits you can enjoy:
• Medical
• Dental
• 401k
• Paid time off
• Work/life balance
• Career development
• Mentorship opportunities
• Rewards & recognition

Learn more about Lockheed Martins competitive and comprehensive benefits package.
Basic Qualifications:
Strong written and verbal communication skills
Experience in software architecture and design
Professional software development experience using C++ and/or Java (or other JVM: Kotlin, Scala, etc.)
Object-Oriented Programming (OOP) experience
Functional Programing experience
Experience with Linux/Unix systems
Desired Skills:
Data Visualization Experience
Strong Database Knowledge (SQL and NoSQL Databases)
Cloud experience
Familiarity with Oauth2.0/OIDC
Strong understanding of storage techniques
Security best practices
JavaScript or Typescript
Familiarity with common UI frameworks (Angular/ React/ Vue)
Prior experience with leading User Experience (UX) sessions to create/integrate User Interface (UI) technical capabilities
Strong experience in containerized, distributed workloads
Kafka
Pandas and NumPy knowledge
Hadoop, Spark
Functional Programing experience
Reactive Programming experience
Git/GitLab
CI/CD Pipelines
Python
Kubernetes/OpenShift experience
AWS/OpenStack experience
Knowledge of ML/DL frameworks/techniques (TensorFlow, Keras, MxNet, ScikitLearn, etc.)
Messaging protocols
Strong automation experience
Strong monitoring experience
Prior experience serving as a point of contact/liaison to multiple customers or stakeholders
Prior experience in leading a design team to a critical program milestone
Prior experience in designing multi-threaded, multi-platform high performance applications
Prior experience in developing multi-threaded, multi-platform high performance applications
Prior experience in the Agile development lifecycle
BASIC QUALIFICATIONS:
job.Qualifications

Lockheed Martin is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.
Join us at Lockheed Martin, where your mission is ours. Our customers tackle the hardest missions. Those that demand extraordinary amounts of courage, resilience and precision. Theyre dangerous. Critical. Sometimes they even provide an opportunity to change the world and save lives. Those are the missions we care about.

As a leading technology innovation company, Lockheed Martins vast team works with partners around the world to bring proven performance to our customers toughest challenges. Lockheed Martin has employees based in many states throughout the U.S., and Internationally, with business locations in many nations and territories.
EXPERIENCE LEVEL:
Experienced Professional",3.9,"LOCKHEED MARTIN CORPORATION
3.9","Littleton, CO",-1,10000+ Employees,1995,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1
"AI/ML - Tools and Automation ML Engineer, Machine Translation",$67K-$138K (Glassdoor est.),"Posted: Aug 26, 2020
Weekly Hours: 40
Role Number:
200129922
The AI/ML - Machine Translation team is looking for exceptional Machine Learning Engineers passionate about delighting customer’s experience, by building tools and platforms to produce high performance ML models, pushing the envelope on Machine Learning, Artificial Intelligence, Embedded and Distributed Computing.
Key Qualifications
Coding skills in one of the following languages, e.g. Python, bash scripting, java, C/C++, etc.
Working experience in web applications/full stack development, cloud computing, big data etc
Knowledge in machine learning technologies or toolkits such as NLP, machine translation, ASR, pyTorch, TensorFlow etc, a big plus
Excellent communication and problem-solving skills
Fast learner and strong motivation for growing and learning new technologies.
Description
You will be a part of a team that's responsible for a wide variety of language technologies related research and development activities. Your focus will be on developing the tools and processes for bug fixes and continuous delivery. The role will be part of the model automation team to deal with large quantities of data, apply the state-of-the-art methods in deep learning to tackle real-world problems and create the production quality models, at scale. You should, therefore, be passionate about creating phenomenal products that are used by millions of people. You’re expected to be a team player who thrives in a fast-paced environment with rapidly changing priorities.
Education & Experience
B.S. or M.S. in Computer Science or related field",4.2,"Apple
4.2","Santa Clara, CA",-1,10000+ Employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),-1
Software Engineer,$67K-$138K (Glassdoor est.),"Curai is an early stage startup with a mission to build a patient-facing service using AI/ML to improve the quality and lower the cost and friction of high-quality health care. Curai currently has a small but diverse team that includes senior engineers, researchers, and leaders previously from companies like Google, Facebook, and Netflix, colleges like Stanford, and local coding schools like Hackbright. We also have research partnerships with leading universities in the country, and access to medical data that facilitates research in this space.

Software engineers at Curai come from strong technical backgrounds, and share a passion to make a positive impact in the lives of millions of people.

In this role you will:

Have a huge impact in the early stages of a consumer product.
Collaborate across teams
Help build a high-performance and inclusive work environment

An ideal candidate has:

5+ years of experience in web-scale software engineering.
Coding experience in Python or a similar object oriented language
Flexibility to work across the stack
Experience coding in production-grade systems
Experience with cloud environments such as AWS, Google Cloud, or Azure
Experience in systems design and data engineering
Ability to work and thrive in a diverse cross-disciplinary team that includes software engineers with different backgrounds, physicians, and UX researchers
Computer science or similarly technical degree, or equivalent practical experience
Working knowledge of machine learning
JavaScript and front-end development experience and familiarity with React/Redux
Exposure to healthcare data

We offer competitive compensation, and the ability to leave your footprint in the early stages of a company that will change the world. We are located in Palo Alto, in the heart of the Silicon Valley, but are remote-friendly and willing to consider candidates in other locations. Our interview process consists of a phone screen, followed by a series of conversations to meet the team, role-related coding on the whiteboard, and learning more about each other, our mission, product, culture, and goals. That said, we try to tailor our interview process to the candidates background and interests.

In keeping with our beliefs and goals, no employee or applicant will face discrimination/harassment based on: race, color, ancestry, national origin, religion, age, gender, marital domestic partner status, sexual orientation, gender identity, disability status, or veteran status. We are committed to building a diverse and inclusive environment at Curai.",3.2,"Curai
3.2","Palo Alto, CA",-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
"Software Engineer, Machine Learning",$67K-$138K (Glassdoor est.),"WHO WE ARE


Postmates enables anyone to have just about anything on-demand. We pioneered the on-demand space and currently serve 80% of US households with a fleet of more than 350,000 Postmates and the largest network of merchants in the US. We're changing the landscape of commerce by making cities our warehouses, providing the delivery infrastructure, and connecting our customers to any product, anywhere, anytime. Postmates isn't just an app, it's a way of life and a part of pop culture. We are the O.G. of on-demand and we've given people a new superpower — the ability to Postmate anything from anywhere. We're building a movement to make Postmates a verb: Postmate it.

WHAT WE DO


Postmates relies heavily on our engineering team to realize this vision. Building a software platform that is reliable, scales, and stays agile under demanding product needs is a serious technical challenge. Postmates is a three-part balancing act connecting customers, merchants, and couriers in real-time. If any piece is out of whack, the whole system suffers. Working with the Postmates engineering team offers an opportunity with explosive growth, cutting-edge technology, a highly visible charter, and a cool user-focused product vision.

In this role, you'll have the opportunity to work on various challenging machine learning and optimization problems in real-time and in scale, including:
Modeling and forecasting demand and supply to enable more intelligent matching, optimize the overall marketplace efficiency, and provide valuable insights to our merchants and Postmates
Large scale Machine Learning algorithms and infrastructure that powers our Search Ranking models and Personalized Recommendation Engine
Predicting the Postmates Delivery Time (PDT) and improving the efficiency (batching, chaining, etc) and reliability of the dispatching algorithm
Determining the optimal pricing strategies to help our Postmates maximize their revenue
Identifying suspicious transactions and malicious users for risk control
Natural Language Processing to understand text content on Postmates platform, including named entity resolution and recognization of reviews, descriptions and interactions between users on our marketplace
YOUR RESPONSIBILITIES
Build end-to-end ML systems of designing, training, testing and deploying Machine Learning models
Write production-level codes to train your ML models into working pipelines and services to serve production online traffic
Have the ability to apply machine learning to solve complex business problems and optimize critical business metrics, and work closely with Product Managers and Data analysts to frame Machine Learning problems within the business context
Analyze experimental and observational data, communicate findings, and facilitate launch decisions
Participate in code reviews to ensure code quality and distribute knowledge
OUR REQUIREMENTS
A Bachelor's/Master's degree (or higher) in a technical field (Computer Science, Statistics, Economics, Operations Research, Math, Physics, Engineering, etc.) or equivalent work experience required.
Minimum of 3+ years of professional experience in Data Science or Applied Machine Learning required
Solid engineering and coding skills with the ability to write high-performance production quality code
Good understanding of common families of machine learning models, feature engineering, feature selection and other practical machine learning issues, such as overfitting
Strong communication skills. Explaining complex technical concepts to product managers, data analysts, and other engineers shouldn't be a problem for you.
OUR PREFERRED QUALIFICATIONS
Industry experience building and productionizing innovative end-to-end Machine Learning systems
Experience in Java, C++, Go, Python, Scala and other equivalent languages
Experience with MapReduce, Spark, Hive, HBase, Airflow, Google BigQuery, BigTable, and Dataflow
Experience with ML frameworks like Tensorflow, PyTorch, Spark MLlib, XGBoost, and Scikit-Learn
YOUR BENEFITS

Postmates has your back. In our impact-first work environment, we value huge company vision. As you strive to build the future with us, we'll support you with a competitive salary and equity plan, along with access to our 401k plan and robust benefits including: health benefits, flexible paid time off, parental benefits, and food perks.",3.4,"Postmates
3.4","San Francisco, CA",-1,1001 to 5000 Employees,2011,Company - Private,Express Delivery Services,Transportation & Logistics,Unknown / Non-Applicable,-1
Sr. ML Engineering Manager - Discovery,$67K-$138K (Glassdoor est.),"Company Description

null
Job Description

Who We are

Twitter's Discovery teams are dedicated to getting the majority of the world to converse in public using Twitter. We are comprised of many teams across the company, including Product, Engineering, Design, and Research. These teams are responsible for understanding the entire user lifecycle, with the goal of helping users discover the value of Twitter, and ultimately paving the way for user acquisition and top-line growth.

This mission is to instantly connect people with conversations and audiences most meaningful to them. Realizing this goal involves work in areas such as machine learning, applied data science, recommendation systems, and information retrieval systems. Do you want to make a huge impact while working with large data sets at scale? If so, a Discovery team is a good fit for you!

What You’ll Do
Lead an engineering team, driving its technical strategy and roadmap – crafting success metrics in close collaboration with your peers across the company
Bring a strong perspective that inspires change and motivates engineers to develop simple solutions to complex problems
Together with your team collaborate with many engineering teams and product management to develop best-in-class solutions.
Coach and mentor your team and support their professional growth and development
Your Team Will
Build and maintain high-performance, distributed, scalable systems
Improve the reliability and efficiency of Twitter's core systems
Support Twitter’s internal APIs and user-facing products
Design, run and analyze experiments to help improve the Twitter product
Code using Scala and Java
Qualifications

Who You Are
have led projects with a complicated stakeholder space and can build organizational alignment
have excellent communication skills and can clearly articulate desired outcomes
have a track record of delivering new products and iteratively improving them over time
have the technical capacity to partner with tech leads and help drive incident resolution
are a great source of engineering talent and have proven ability to hire and retain
have experience in performance management, career development, etc
are a strong advocate of software engineering best practices and bring a disciplined approach to testing, continuous delivery, and reducing technical debt
Skills
Previously managed a team of 8 or more engineers (could lead up to 12)
Experience with building and deploying ML models in production.
Minimum of 5+ years in software engineering management (could be less - 3-4 years) if you have several years of experience moving up as an IC into leadership roles or had significant leadership responsibilities.)
BA/BS or higher in Computer Science (or equivalent work experience)
Have worked as a software developer
Forward thinker
Additional Information

We are committed to an inclusive and diverse Twitter. Twitter is an equal opportunity employer. We do not discriminate based on race, ethnicity, color, ancestry, national origin, religion, sex, sexual orientation, gender identity, age, disability, veteran, genetic information, marital status or any other legally protected status.

San Francisco applicants: Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.",4.0,"Twitter
4.0","San Francisco, CA",-1,1001 to 5000 Employees,2006,Company - Public,Internet,Information Technology,$2 to $5 billion (USD),-1
